program_name,recipe_file,updated_at,black_threshold,sobel_threshold_ratio,edge_close_kernel,edge_close_iterations,edge_dilate_iterations,display_edge_thickness,inspection_x_min_ratio,inspection_x_max_ratio,inspection_y_min_ratio,inspection_y_max_ratio,sample_image
MANUAL_TUNED,MANUAL_TUNED.json,2026-06-23 09:15:18,55,0.068,1,0,0,1,0.0000,1.0000,0.0000,1.0000,E:\AI_Project\project_fbn\Sobel-Edge-Detection-rev-20260525-inner-outer-cut\Sobel-Edge-Detection-codex-sobel-yolo-workflow\Input_files\Picture\20260619_083018.bmp
