SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31761,c7a31792-6b37-4f52-b6a3-fe676e6dfdff,,160914002C01,RightTable,160914002C01.rcp,True,0.002316603,-0.05050672,-0.003100906,2026/06/19 10:11:30,104,Admin,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/19 10:13:14,
,c7a31792-6b37-4f52-b6a3-fe676e6dfdff,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-19 10:11:38,95,Admin,141.6316,272.7301,0,95,,22SAA0009,0,2026-06-19 10:13:13,
