SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
32014,f93916dc-372f-4176-a76d-17ef1ffbe825,,160914002C01,RightTable,160914002C01.rcp,True,-0.02441682,-0.01781848,-0.008879246,2026/06/20 14:24:06,105,ME,320.4275,319.6375,0,102,,22SAA0009,4,2026/06/20 14:25:51,
,f93916dc-372f-4176-a76d-17ef1ffbe825,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-20 14:24:15,95,ME,141.6067,272.7038,0,95,,22SAA0009,0,2026-06-20 14:25:50,
