SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
32114,d0e72d81-b210-4b31-922d-14026bf8689a,,160914002C01,RightTable,160914002C01.rcp,True,0.002991092,-0.003844928,0.005505132,2026/06/22 01:19:12,104,Admin,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/22 01:20:56,
,d0e72d81-b210-4b31-922d-14026bf8689a,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-22 01:19:20,95,Admin,141.6687,272.73,0,95,,22SAA0009,0,2026-06-22 01:20:55,
