SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
32012,3ce8b6c1-2603-4e19-8414-1687e90a0a94,,160914002C01,RightTable,160914002C01.rcp,True,-0.01482896,-0.02685689,0.005505132,2026/06/20 14:19:40,103,ME,320.4275,319.6375,0,100,,22SAA0009,4,2026/06/20 14:21:23,
,3ce8b6c1-2603-4e19-8414-1687e90a0a94,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-20 14:19:47,95,ME,141.6687,272.7122,0,95,,22SAA0009,0,2026-06-20 14:21:22,
