SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31780,99e78885-96d3-47d6-be7b-b3de1d82d143,,160914002C01,RightTable,160914002C01.rcp,True,0.02801355,0.06097485,0.001488981,2026/06/19 12:09:53,104,Admin,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/19 12:11:37,
,99e78885-96d3-47d6-be7b-b3de1d82d143,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-19 12:10:01,95,Admin,141.6514,272.7554,0,95,,22SAA0009,0,2026-06-19 12:11:36,
