SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31862,f455c619-145c-46ec-94bf-7de538c74e84,,160914002C01,RightTable,160914002C01.rcp,True,-0.01513726,0.04669172,0.0006693585,2026/06/19 15:30:18,104,ME,320.4275,319.6375,0,102,,22SAA0009,4,2026/06/19 15:32:02,
,f455c619-145c-46ec-94bf-7de538c74e84,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-19 15:30:27,95,ME,141.6479,272.7123,0,95,,22SAA0009,0,2026-06-19 15:32:02,
