SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31803,61877e60-a70e-4dc0-aa66-f1b28aed34e5,,160914002C01,RightTable,160914002C01.rcp,True,-0.02087273,0.06369061,-0.001161132,2026/06/19 13:01:09,104,ME,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/19 13:02:52,
,61877e60-a70e-4dc0-aa66-f1b28aed34e5,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-19 13:01:17,95,ME,141.64,272.7067,0,95,,22SAA0009,0,2026-06-19 13:02:52,
