SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31876,94f7b9b8-48e8-41ab-9904-84cbfc80615f,,160914002C01,RightTable,160914002C01.rcp,True,-0.00825103,0.05785972,0.01117419,2026/06/19 16:51:10,103,ME,320.4275,319.6375,0,100,,22SAA0009,4,2026/06/19 16:52:53,
,94f7b9b8-48e8-41ab-9904-84cbfc80615f,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-19 16:51:17,95,ME,141.6931,272.7183,0,95,,22SAA0009,0,2026-06-19 16:52:52,
