SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31801,77ec07ab-b499-4cf4-af55-1233e223af6c,,160914002C01,RightTable,160914002C01.rcp,True,-0.02686373,0.06777627,0.006980453,2026/06/19 12:56:54,104,ME,320.4275,319.6375,0,102,,22SAA0009,4,2026/06/19 12:58:38,
,77ec07ab-b499-4cf4-af55-1233e223af6c,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-19 12:57:03,95,ME,141.6751,272.7,0,95,,22SAA0009,0,2026-06-19 12:58:38,
