SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
32092,ecbf5ced-3376-4bb6-bad1-e05e3e03be8b,,160914002C01,RightTable,160914002C01.rcp,True,0.018127,0.005952276,0.004262038,2026/06/22 00:34:44,104,Admin,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/22 00:36:28,
,ecbf5ced-3376-4bb6-bad1-e05e3e03be8b,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-22 00:34:52,95,Admin,141.6633,272.7452,0,95,,22SAA0009,0,2026-06-22 00:36:27,
