SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31978,a735cff7-f9ad-434d-8feb-4f7b22a070a5,,160914002C01,RightTable,160914002C01.rcp,True,0.03289498,0.05090524,0.003346793,2026/06/20 12:56:02,102,ME,320.4275,319.6375,0,100,,22SAA0009,4,2026/06/20 12:57:44,
,a735cff7-f9ad-434d-8feb-4f7b22a070a5,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-20 12:56:09,95,ME,141.6594,272.7601,0,95,,22SAA0009,0,2026-06-20 12:57:44,
