SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
32002,cbd95f5d-e8fa-4148-a1ab-d6cae1a30330,,160914002C01,RightTable,160914002C01.rcp,True,-0.01025684,-0.02676279,-0.006283774,2026/06/20 13:50:51,103,ME,320.4275,319.6375,0,100,,22SAA0009,4,2026/06/20 13:52:33,
,cbd95f5d-e8fa-4148-a1ab-d6cae1a30330,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-20 13:50:58,95,ME,141.6179,272.7178,0,95,,22SAA0009,0,2026-06-20 13:52:33,
