SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
31960,f460337f-a713-445d-8996-62a9773f7f10,,160914002C01,RightTable,160914002C01.rcp,True,0.04644179,0.03623201,0.009425661,2026/06/20 12:13:02,104,ME,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/20 12:14:46,
,f460337f-a713-445d-8996-62a9773f7f10,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-20 12:13:10,95,ME,141.6856,272.7731,0,95,,22SAA0009,0,2026-06-20 12:14:45,
