SN,ID,Barcode,ProductId,CutedTable,Recipe_Name,Result,OffsetX,OffsetY,RotateAngle,Start_time,Tact_time,OperatorID,Length,Width,ConveyorSpeed,CuttingTime,Message,MachineID,SubBoardCount,End_time,FixtureBarcode
32068,91376463-7120-4f25-963b-d33fec2dc016,,160914002C01,RightTable,160914002C01.rcp,True,-0.04456507,0.04921633,0.01095562,2026/06/21 23:30:39,104,Admin,320.4275,319.6375,0,101,,22SAA0009,4,2026/06/21 23:32:23,
,91376463-7120-4f25-963b-d33fec2dc016,,160914002C01,RightTable,160914002C01.rcp,True,0,0,0,2026-06-21 23:30:47,95,Admin,141.6922,272.682,0,95,,22SAA0009,0,2026-06-21 23:32:23,
